Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,N/A,KERNEL_AICORE,3,82,17.2,1731415041137949.698	,1731415041137966.898	
0,N/A,KERNEL_AICORE,3,83,16.48,1731415041137966.919	,1731415041137983.399	
0,N/A,KERNEL_AICORE,3,84,16.72,1731415041137983.419	,1731415041138000.139	
0,N/A,KERNEL_AICORE,3,85,16.64,1731415041138000.159	,1731415041138016.799	
0,N/A,KERNEL_AICORE,3,86,16.76,1731415041138016.820	,1731415041138033.580	
0,N/A,KERNEL_AICORE,3,87,17.12,1731415041138033.600	,1731415041138050.720	
0,N/A,KERNEL_AICORE,3,88,17.02,1731415041138050.740	,1731415041138067.760	
0,N/A,EVENT_RECORD,3,89,0.0,1731415041138067.781	,1731415041138067.781	
0,N/A,KERNEL_AICORE,3,90,16.74,1731415041138141.022	,1731415041138157.762	
0,N/A,KERNEL_AICORE,3,91,17.02,1731415041138157.783	,1731415041138174.803	
0,N/A,KERNEL_AICORE,3,92,16.88,1731415041138174.823	,1731415041138191.703	
0,N/A,KERNEL_AICORE,3,93,16.64,1731415041138191.723	,1731415041138208.363	
0,N/A,KERNEL_AICORE,3,94,16.64,1731415041138208.384	,1731415041138225.024	
0,N/A,KERNEL_AICORE,3,95,16.82,1731415041138225.064	,1731415041138241.884	
0,N/A,KERNEL_AICORE,3,96,16.52,1731415041138241.904	,1731415041138258.424	
0,N/A,KERNEL_AICORE,3,97,16.54,1731415041138258.445	,1731415041138274.985	
0,N/A,KERNEL_AICORE,3,98,16.56,1731415041138275.005	,1731415041138291.565	
0,N/A,KERNEL_AICORE,3,99,17.08,1731415041138291.585	,1731415041138308.665	
0,N/A,KERNEL_AICORE,3,100,16.98,1731415041138308.686	,1731415041138325.666	
0,N/A,KERNEL_AICORE,3,101,16.52,1731415041138325.686	,1731415041138342.206	
0,N/A,KERNEL_AICORE,3,102,16.7,1731415041138342.226	,1731415041138358.926	
0,N/A,KERNEL_AICORE,3,103,17.08,1731415041138358.947	,1731415041138376.027	
0,N/A,KERNEL_AICORE,3,104,16.56,1731415041138376.047	,1731415041138392.607	
0,N/A,KERNEL_AICORE,3,105,17.02,1731415041138392.627	,1731415041138409.647	
0,N/A,KERNEL_AICORE,3,106,16.6,1731415041138409.668	,1731415041138426.268	
0,N/A,KERNEL_AICORE,3,107,17.08,1731415041138426.288	,1731415041138443.368	
0,N/A,KERNEL_AICORE,3,108,16.6,1731415041138443.388	,1731415041138459.988	
0,N/A,KERNEL_AICORE,3,109,16.92,1731415041138460.009	,1731415041138476.929	
0,N/A,EVENT_RECORD,3,110,0.02,1731415041138476.949	,1731415041138476.969	
